emb1	emb2	emb3	emb4	emb5	emb6	emb7	emb8	emb9	emb10	emb11	emb12	emb13	emb14	emb15	emb16	emb17	emb18	emb19	emb20	emb21	emb22	emb23	emb24	emb25	emb26	emb27	emb28	emb29	emb30	emb31	emb32	emb33	emb34	emb35	emb36	emb37	emb38	emb39	emb40	emb41	emb42	emb43	emb44	emb45	emb46	emb47	emb48	emb49	emb50	emb51	emb52	emb53	emb54	emb55	emb56	emb57	emb58	emb59	emb60	emb61	emb62	emb63	emb64	label	tsne1	tsne2
0.24843378	0.09121204	-0.14236729999999997	-0.13692835	-0.011027981000000001	-0.06214901	0.12874094	-0.062981635	0.12850067	0.14165056	0.048585273	0.20748305	0.03956426	0.047255807000000004	-0.1629501	0.14318477	-0.16574837	-0.20073926	-0.14785606	0.19293329	-0.07356737599999999	0.14684297	0.15863435	0.020283183	0.038597103	-0.22304568	0.019913498	-0.054935772	0.08002308	0.112961166	0.17961672	-0.08005789	-0.010447245	0.10637002400000001	0.06902137400000001	0.040825956000000004	0.024204409	-0.09605266	0.0135566145	-0.21660370000000004	-0.21345977	0.04596036	-0.036099248	0.05016268	0.022247958999999998	0.04948781	-0.05992495	0.21473846	-0.06687716	-0.10265109	-0.14968775	-0.03328532	0.19246121	-0.22786358	0.08085686	0.019858483	0.11626008	-0.09910241	-0.09017198	0.1920067	-0.08053341	0.033361465	-0.2080408	0.092741355	0	-8.6747055	-14.368731
0.0029713935	-0.26021874	-0.22321206	-0.017931286	0.057342302000000005	0.1083335	0.22431709	-0.009304185999999999	0.13926286	-0.0761836	-0.09145691	-0.14017722	-0.21664654	-0.031270374	-0.05206433	-0.16767466	0.106639706	-0.08374569	0.114217795	0.1119241	0.15194418	0.0332189	0.04039102	-0.25005835	0.10191372	9.7491946e-05	-0.16288096	-0.084241256	0.13001966	-0.053548835	0.11756352	-0.19011370000000002	0.24245335	0.07153498400000001	-0.13648793	-0.032432042	-0.06553824	-0.016402833000000002	0.1925691	0.10254149	-0.20604247	0.066367716	-0.116161376	0.15161818	0.21839735	0.07254343	0.08989739	0.14324728	-0.039570637	-0.034017727000000005	0.011987793	0.0834539	-0.09818073	0.046051145	0.012227199	-0.18539584	0.111418575	0.15405926	0.016048446	-0.050711945	-0.04290477	-0.024668207	-0.021804595	-0.20007801	0	-18.70222	36.279327
-0.03295543	-0.06381217	0.04247061	0.0645805	-0.01604846	-0.05066935	0.11850683	-0.10330856	-0.03552967	0.06811061	-0.18015724	0.16969319	-0.055401593	-0.04121601	0.09953536	-0.0230234	-0.159411	-0.0061241426	-0.0022486617999999997	0.09171584	-0.038923495	-0.22550407	-0.051376775	-0.10125459	0.1677914	-0.18266325	-0.1077559	-0.20334515	-0.15465789	0.26058805	0.07502447	0.015845591000000003	0.022759587	-0.061489463	-0.07015936	0.04234012	0.10588451	0.0021405998000000002	-0.12553701	-0.24244273	-0.31219918	-0.050463416	-0.05746885400000001	0.041498583	-0.16892877	-0.14721784	-0.011357616999999999	0.13493256	-0.15576220000000002	-0.062216535	-0.1925076	0.1689605	-0.11648951	-0.19393298	-0.06654845	0.14642370000000002	0.15669224	-0.16219547	-0.05338330000000001	0.14487502	-0.042668406	-0.19444971	-0.08853364	0.06592876	0	-18.048805	-7.643651
0.06335911	0.017594801	0.04155382	-0.12884828	-0.16444698	-0.009345200000000001	0.008542139	-0.07619396	-0.14366019	0.031976312	0.21770301	0.05492176	0.061473623	0.074678436	0.030851256	-0.116094954	0.0741335	0.1255067	0.027613936000000002	-0.12333745	-0.0021201207	-0.093376294	0.18435009	-0.115409926	0.06009665	0.025084317000000002	0.04024084	-0.2454507	-0.051990528	0.10180288	-0.19609058	0.20470795	0.08358374	-0.22515976	0.021646826	0.04937301	0.078106806	-0.109206885	0.06877892	-0.12006426	-0.094934955	0.10793715	0.045110412	0.06395076	-0.05693864	-0.13905516	-0.27851090000000006	0.09287414	0.07274526	0.05567719	-0.15832585	0.05344399	-0.063871056	-0.2553692	-0.14584403	0.2984686	-0.22318432	-0.16663636	0.021322232000000003	0.15263198	-0.0021095325	-0.18632823	-0.05834822	0.083394945	0	-32.173615	1.9648466
0.31428984	-0.018507926	0.07124516	0.025113373999999997	0.117286734	0.0020083154000000002	0.054910332	-0.03398978	0.04899392599999999	-0.13671914	-0.008499538000000001	0.26273620000000003	-0.15329894	0.032452416	0.02429491	0.052759238	0.057604632999999995	-0.2096788	-0.052697315999999994	0.07365273	0.06452311599999999	0.048009027	-0.10214032	0.0231424	0.07728501	-0.06737813	-0.24367669	0.13446212	0.06898827	0.19863576	-0.011075883	-0.19295292	-0.052207604000000005	0.26860696	-0.031595673	0.08618981	0.077206366	-0.023126202000000002	0.16389373	-0.07851729	-0.02491153	0.17423466	-0.13463818	0.026585102000000003	-0.0709965	0.04025584	0.10187288	0.04350417	-0.04977511	-0.04669968	-0.10348864	0.13506600000000002	0.06546235	-0.30046849999999997	-0.053083997	-0.0029685549	0.30278537	-0.20908510000000002	0.13107525	0.16129322	0.0562606	0.014689543999999999	-0.08421768	0.06959039	0	12.971348	-22.184765
0.0030178428000000005	-0.26017857	-0.22311552	-0.01778401	0.05696157	0.10839598	0.22426010000000002	-0.009403873	0.13934897	-0.07597548	-0.09159933	-0.14052823	-0.21676575	-0.03148052	-0.05201623	-0.16761562	0.10653336	-0.083434954	0.11429774	0.11173068	0.15214597	0.03314718	0.04040978	-0.24997143	0.10149939	0.00015011319	-0.16315073	-0.08444321	0.130025	-0.053662676	0.11763835	-0.18996157	0.24235892	0.0714808	-0.1366747	-0.03223443	-0.06560218	-0.016408948	0.1924122	0.102512285	-0.20568185	0.06644414	-0.11594729	0.15154114	0.21836634	0.07276904599999999	0.08983572	0.14326794	-0.039727322999999995	-0.033809207	0.012268605	0.083639584	-0.09804813	0.045906533	0.0123775825	-0.18585123	0.11181866	0.1543602	0.016089544	-0.050555736	-0.042933452999999996	-0.024551181000000002	-0.021943036000000003	-0.20000526	0	-18.91915	36.273697
0.05704514	-0.13928172	0.065820426	-0.04582077	-0.07974439	0.011930866000000002	0.11126090599999999	0.07243158	-0.103663325	-0.18039560000000002	0.11858184	-0.056044497	-0.1752047	0.14752913	-0.010490703999999998	-0.20916721	0.19493775	-0.0156041235	-0.031784207	-0.16961971	0.11060236400000001	-0.09824936	0.1765081	-0.15125555	0.0021517393	0.10807583	-0.17639983	-0.14247738	0.023855987999999998	0.13723513	-0.21966879	0.14463708	0.1067895	-0.17539549	-0.23670271	-0.04527755	0.097620845	0.023388695	0.16664027	-0.01665248	-0.05090034	0.13547608	0.027796742000000003	-0.14260358	0.007922939	-0.21470821	-0.12655315	-0.03181327	0.09363793	0.149752	-0.13533723	0.12407814	-0.15449916	-0.20554487	-0.15800717	0.1940674	-0.00042846054000000004	-0.031776987	0.07075504	-0.042061612000000005	-0.015558971000000001	-0.20398313	-0.071839996	-0.0449266	0	-33.010223	3.1898894
0.11012891	0.109261766	-0.19483759	-0.11247906	0.055195108	-0.064541556	0.21582973	-0.10870618	0.09616661	-0.018853385	0.064311236	0.18100381	-0.049017474000000005	0.12171452	-0.20171206	0.05680064	-0.17382854	-0.10804535400000001	-0.114066415	0.20057842	-0.012621253999999998	0.11052686	0.20441079	-0.10501796	0.08630861	-0.1919524	0.03320452	-0.17578594	0.064687	0.0059933257	0.24157283	-0.119891316	0.083406374	0.083457425	-0.0067867087	-0.04297229599999999	0.018939283	-0.048024647000000004	0.042805433	-0.21205212	-0.16470379	0.25163558	-0.196117	0.18740231	-0.028935488	-0.009641403	-0.11831936	0.19877812	0.06267093	-0.08251035	-0.17781945	-0.07415621	0.06749306599999999	-0.1765114	0.07188989	0.021040041000000002	0.08029392	0.07230556	-0.017554447	0.16989774	-0.04106035	0.08240011	-0.06720316400000001	0.108340725	0	-5.001704	15.884302
0.2508745	0.13682899	-0.19253168	-0.06659028	0.08713364	-0.037554044	0.12654665	-0.009993104000000001	0.011503355	-0.05689004	0.12080281	0.23959285	-0.06744985	0.091120005	-0.15682426	-0.020303099999999998	0.038997073	-0.060636014	-0.07525505	0.21307842	0.07071434	0.22553834	0.23945609	-0.106508866	-0.1441996	-0.14902082	-0.08161345	0.08705342	0.18393958	0.068962604	0.21520136	-0.25829798	-0.15321349	0.07459868	0.008467453	-0.015529852	0.11049174	0.02991137	0.15673211	-0.028726866	-0.112378456	0.20456648	-0.095213525	0.084491394	-0.039346024	0.029735155	0.008553008	0.09410202	-0.051572517000000005	0.03061385	-0.13994658	-0.044115134	0.19804883	-0.24111941	0.021480467000000003	-0.052401144000000004	-0.019093435	0.11800273	-0.011439888999999998	0.06389121	-0.16716048	0.11988561	-0.10628055	0.032786965	0	23.226213	8.964973
0.16205496	-0.06795135	-0.058120508	0.19138989	-0.10263991	0.065866835	0.050835393	-0.026753657	-0.019845862	-0.00918034	0.15494135	0.17690720000000001	-0.045572195	0.14568187	-0.070731334	-0.09673082	-0.1138809	0.04843982	0.0017665254	0.044832066	-0.15358612	0.2280375	-0.007039853	0.05957645	0.01800483	-0.043542027000000004	-0.29760146	0.037126437000000005	-0.0045216517	0.012681503	0.14299527	-0.12906359	-0.11877483	0.22962517	0.10998076	0.046119235	0.024585769	0.12080892	0.037955098	-0.13092715	0.010898864	0.048124075	-0.15162235	0.25810248	0.055160806	-0.050340537000000005	0.0012912452	0.38637772	0.120047174	-0.12515116	-0.15018879	0.024444234	0.054964803	-0.1600693	-0.039492488	-0.17252216	0.029279672000000003	-0.11655932	0.0064140027	0.17063893	0.18869170000000002	-0.13811181	-0.004564823	0.13455439	0	7.855181	-20.561754
0.11926649	0.0141360825	-0.11298522	-0.00040741396	0.053867422000000005	0.005381026	0.17667133	-0.04306677	0.06450993	-0.096493915	0.09467915	0.14248979	-0.07073098	0.120552786	-0.18028483	0.061377525	-0.07846597	-0.006235146	-0.046308443	0.27931890000000004	-0.110451825	0.15219906	0.0786206	0.06477393	0.006970968	-0.117769204	-0.12806879	0.029501487000000003	0.17848596	-0.016383708	0.0812756	-0.12659504	0.0017284585999999998	0.33634263	0.119265124	0.06926252	0.08682555	-0.11026466	0.09337553400000001	-0.18464437	-0.11407536	0.23901561	-0.08275352	0.22228436	-0.059309095	0.113043346	-0.059174173	0.26879543	0.07293517	-0.03220928	-0.10283352	0.035499300000000004	0.11673934	-0.23566145	-0.0056508826000000005	-0.08396867	0.04645796	-0.076466665	0.17243582	0.22477865	-0.02370529	0.07038858	-0.09911631	0.09270753	0	10.384225	-8.119146
0.11948249	0.15115905	-0.0773194	-0.14061365	-0.051153015	-0.062779695	0.06649473	-0.10619138	0.09714459	0.0026805921999999995	0.14375363	0.18660970000000002	0.1167798	0.065501556	-0.07376956	0.08296517	-0.13670525	0.06513737	-0.032102156	0.20238009	-0.22395298	0.12903261	0.04828298	0.052792594000000005	0.08903501	-0.2229658	-0.04725217	-0.09658364	0.042955473	0.019775942	0.09862902	-0.07167439	-0.08258155	0.20067339	0.20500946	0.14172773	-0.019572373	-0.13209315	0.06927953	-0.10098711	-0.17325552	0.1435098	-0.066374324	0.24501613	0.0067379503	0.039601218	-0.13892892	0.23259038	0.18104365	-0.09775387	-0.09647259	-0.021493843	0.19951978	-0.16148761	0.015729448	-0.02055604	-0.10087016	-0.12250177	-0.027444303	0.3025899	0.10367185599999999	0.013624726	-0.06296285	0.114991024	0	1.6365895	-3.6063602
0.23844111	-0.05525256	-0.07109552599999999	-0.02973925	0.10412495	0.013258951000000001	0.07532296	0.021756507	0.02020858	0.004230375	0.09873464	0.16229126	-0.14807792	0.110649206	-0.13084844	0.04925307599999999	-0.026247857000000003	-0.06865573	-0.11060136	0.25023404	0.0502666	0.1995978	0.21212470000000003	0.07381299	-0.15925315	-0.027245373	-0.16451833	0.22920808	0.15486129999999998	0.14559156	0.10798114	-0.25120407	-0.1534662	0.21702981	0.12303166	0.041367434	0.07606624	-0.0491154	0.10286884	-0.14495777	-0.09088914	0.113134935	0.07465787	0.07280211	-0.04077918	0.11116591	0.12676093	0.1556317	-0.057287198	0.11564685	-0.16320121	0.036296844	0.18028088	-0.29374674	-0.018434400000000004	-0.018602982	0.08828206	-0.050728224	0.11418591	0.04305479	-0.059401665	-0.039223306	-0.13552059	0.041011102	0	19.131367	-12.214767
0.15115985	0.17352623	-0.07985773	-0.17915559	-0.033038132000000005	-0.11091544	0.22553198	-0.055410855	0.16952991	-0.05211235	0.029907707000000002	0.09754539999999999	0.021203397000000002	0.09282598	-0.17926466	0.16556448	-0.21336351	-0.18196826	-0.16907181	0.14265677	-0.087805435	0.17106251	0.11057815	0.007404971	0.11546902	-0.21468788	0.0044915667	-0.12927422	0.05568088	-0.014297578500000001	0.18373622	-0.06141822	0.06440604	0.15203732	0.007147189	-0.030234697999999997	0.002785997	-0.006066290699999999	0.011044722	-0.1972701	-0.14878275	0.17453748	-0.14858392	0.11977891	0.04293924599999999	0.014649483999999999	-0.1375365	0.25513047	0.08751957	-0.13616067	-0.14525571	-0.123489454	0.10551785	-0.16526675	0.08212396	0.0407022	0.09607822	0.026511333999999998	-0.08482504	0.15787032	0.008641594	0.056851074	-0.16987643	0.10432117	0	-5.2296276	9.550681
0.27449358	-0.08506058	-0.10908981	-0.15253147	-0.09342099	-0.008920778	0.23798072	0.08909724	0.14577961	-0.057057023	0.07942501	-0.08014265	-0.057014699999999995	-0.068187766	-0.064563096	-0.08296847	0.020303513999999998	-0.07631378	0.08431387	-0.15457970000000001	0.044062185999999996	0.15921365	0.25323164	-0.06294443	0.0080136545	-0.009137584	-0.22471233	-0.049351532000000004	0.033039346000000004	-0.11050622	0.079986155	-0.027551778	0.22754751	-0.017964007	-0.1283885	-0.15718776	-0.029611874	-0.07661793	0.22577813	0.063188404	-0.12682477	0.17453194	-0.008973885	-0.026047604	0.27501094	0.07754257	0.015395411999999999	0.12525415	0.11092579	-0.02627338	0.11838156	-0.164628	0.060535602	-0.14607373	-0.02546592	-0.19257389	0.013741152	0.17122859	-0.14901468	-0.02377414	0.00778452	-0.15368968	-0.18650869	-0.1375779	0	-21.399912	32.743958
0.046197735	-0.068872154	-0.15553358	0.0111739375	0.108377784	0.029041246	0.25858760000000003	-0.019467209	-0.037548006	-0.19986382	0.03468659	0.01989852	-0.30132014	0.15305588	-0.2857114	-0.06133084	0.00090984826	0.024284807999999998	-0.024784546	0.14430955	0.15866295	-0.011197475	0.19725718	-0.15834145	-0.03881613	-0.05030138	-0.15995908	-0.10515897	0.071329534	0.06263155	0.20817813	-0.102467015	0.055134848	0.06891365	-0.12217334	-0.012966555	0.06988758	0.0031005607000000003	0.0747137	-0.10704018	-0.029516049	0.3263455	-0.12784562	0.13027619999999998	-0.11118510000000001	-0.008481713	-0.09754355	0.16263729999999998	-0.07417230000000001	0.11456902	-0.068468004	0.014517802	0.034043804	-0.21641566	-0.07863055	-0.034740902000000004	0.116109826	0.15213805	0.12927356	0.087865576	-0.18095854	0.1507568	0.020079293999999998	0.04021597	0	-0.2836629	19.097403
0.1415526	0.11463836	-0.017989624	-0.27171713	-0.22199875	-0.04962576	0.030787611	-0.1253503	0.074625	0.1839861	0.17117664	0.10862005	0.16462395	-0.03663115	0.05236464	0.025252583999999998	-0.079930365	0.05454681	-0.047625363	-0.06539597	-0.18103646	0.06166988	0.15720105	0.025583852	0.10602423	-0.05472129	0.10117866	-0.19224334	-0.1093857	0.081765905	-0.037084483	0.0915719	0.012102066000000002	-0.083863124	0.15636082	0.16120517	0.04671349	-0.21098816	-0.01562411	-0.073188454	-0.15124184	0.1278387	0.029904503	0.12271629	0.058925635999999997	0.033506673	-0.2276589	0.076461196	0.20903443	-0.07831391	-0.058186102999999996	-0.058963835	0.15058029	-0.17858878	-0.023147853	0.084146544	-0.17217192	-0.15174502	-0.10040775	0.21495777	0.14206728	-0.18340102	-0.09738806	0.16039896	0	-27.89256	-2.6514606
0.11489052	-0.110536516	-0.04651136	0.032186754	0.056584153	0.021239586	0.16076003	0.059367545	-0.0068069045	0.09752296	0.03273488	0.033675015	-0.15039065	0.12626481	-0.16864774	-0.12792325	-0.13630286	0.02011165	-0.02642211	0.13330203	-0.12230131	0.061952725	0.1826627	0.1493114	-0.002924615	0.026307378	-0.18808071	0.13701054	0.1712503	-0.090781435	0.1279594	-0.16066723	-0.08099954	0.27266043	0.25871336	0.040249355	-0.07474016	-0.20210318	-0.05513379	-0.15122962	-0.036993884	0.059955046	0.16839185	0.23711877	-0.041220117	0.16418448	0.09084625	0.2873485	0.10769045	-0.029597602999999997	0.020139178	-0.047452014	0.16713063	-0.14428958	-0.06551525	-0.07406361	-0.05688694	-0.06664199	0.012186991000000001	0.18825471	0.07314858	-0.07591577	0.15953699	0.111398965	0	18.0315	-22.276995
-0.024299447999999998	0.04301683	-0.13580316	-0.08406379	0.058586277	-0.0088702785	0.13190919	-0.15739855	0.106584474	0.11572557	0.068896174	0.2374374	0.019233681000000002	0.13787882	-0.039023638	-0.02632267	-0.23739670000000002	0.08385298	0.035638478	0.2019226	-0.044661306	0.041538343	0.09372403	-0.13651119	0.19866657	-0.15175721	0.084448144	-0.2094869	0.005557078000000001	-0.035195164	0.10658416	-0.077346265	0.14482823	0.087583095	0.10440844	0.024793792999999998	-0.062803246	-0.16469553	0.08622195	-0.22070867	-0.15914088	0.1146799	-0.15173437	0.34255135	-0.06887769999999999	-0.035436522000000005	-0.13261174	0.21863946	0.18191218	-0.07653277	-0.18690678	0.031753153	-0.014528234	-0.11618030000000001	0.07279577	0.015735917	-0.03140152	-0.028940788	0.024193013	0.25925884	0.061495792	-0.04198692	0.05576647	0.012618091000000001	0	-16.20214	7.3426704
